시장명,별점,리뷰
북구 팔달시장,,[]
북구 팔달신시장,,"['불꽃마린12 리뷰 419 사진 72 팔로우 주차가 조금 문제지만 저렴하고 다양하고 좋아요~~ 품질이 좋아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.12.8.목 2022년 12월 8일 목요일 1번째 방문 인증 수단 영수증', '하하하하핫38 리뷰 1,439 사진 153 팔로우 굿 주차하기 편해요 반응 남기기 방문일 22.9.22.목 2022년 9월 22일 목요일 1번째 방문 인증 수단 영수증', 'gb12260 리뷰 466 사진 2 팔로워 1 팔로우 조아요 반응 남기기 방문일 22.9.7.수 2022년 9월 7일 수요일 1번째 방문 인증 수단 영수증', 'Yhmn1002 리뷰 1,117 사진 208 팔로우 굿 반응 남기기 방문일 22.7.16.토 2022년 7월 16일 토요일 1번째 방문 인증 수단 영수증', '귀여운15 리뷰 2,081 사진 754 팔로우 치킨 주문했어요 ㅋㅋ 반응 남기기 방문일 22.5.6.금 2022년 5월 6일 금요일 1번째 방문 인증 수단 영수증']"
북구 동대구시장,4.07,"['vally1 리뷰 458 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 23.8.25.금 2023년 8월 25일 금요일 2번째 방문 인증 수단 영수증', '눈누4397 리뷰 1,255 사진 78 팔로우 ?? 반응 남기기 방문일 23.7.19.수 2023년 7월 19일 수요일 1번째 방문 인증 수단 영수증', '윤정자83 리뷰 410 사진 4 팔로우 굿 가성비가 좋아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.5.11.목 2023년 5월 11일 목요일 1번째 방문 인증 수단 영수증', 'vally1 리뷰 458 팔로우 굿 품질이 좋아요 반응 남기기 방문일 23.4.16.일 2023년 4월 16일 일요일 1번째 방문 인증 수단 영수증', 'zhs**** 리뷰 900 사진 67 팔로우 굿 품질이 좋아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.3.7.화 2023년 3월 7일 화요일 1번째 방문 인증 수단 영수증', '오로라77 리뷰 149 팔로우 굿 매장이 넓어요 반응 남기기 방문일 21.11.12.금 2021년 11월 12일 금요일 1번째 방문 인증 수단 영수증', '차차7251 리뷰 1,583 사진 11 팔로우 별점 5 점 굿 반응 남기기 방문일 21.6.16.수 2021년 6월 16일 수요일 1번째 방문 인증 수단 영수증', 'jjy4722 리뷰 1,061 팔로우 별점 4 점 만족합니다 반응 남기기 방문일 21.5.24.월 2021년 5월 24일 월요일 2번째 방문 인증 수단 영수증', 'jjy4722 리뷰 1,061 팔로우 별점 4 점 만족합니다 반응 남기기 방문일 21.5.21.금 2021년 5월 21일 금요일 1번째 방문 인증 수단 영수증', '할일만타 리뷰 952 사진 9 팔로워 15 팔로우 별점 4 점 뭐니뭐니해도 재래시장 반응 남기기 방문일 21.5.2.일 2021년 5월 2일 일요일 3번째 방문 인증 수단 영수증']"
북구 동대구신시장,,[]
북구 복현전통신시장,,[]
북구 전기조명관,,"['prettys2v51 리뷰 482 사진 1 팔로우 굿 가성비가 좋아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.6.2.금 2023년 6월 2일 금요일 1번째 방문 인증 수단 영수증', '해피쪼쪼맘 리뷰 54 사진 15 팔로우 가격이 저렴합니다 가성비가 좋아요 반응 남기기 방문일 23.3.14.화 2023년 3월 14일 화요일 1번째 방문 인증 수단 영수증', 'gymnastis 리뷰 150 사진 6 팔로우 별점 3 점 주차주의 반응 남기기 방문일 21.9.14.화 2021년 9월 14일 화요일 1번째 방문 인증 수단 영수증', 'jja**** 리뷰 75 팔로우 별점 2 점 30분내외 무료 아님 반응 남기기 방문일 21.4.26.월 2021년 4월 26일 월요일 1번째 방문 인증 수단 영수증']"
북구 산격종합시장,,"['미슈48 리뷰 1,470 사진 296 팔로워 6 팔로우 감사합니다 주차하기 편해요 반응 남기기 방문일 23.4.22.토 2023년 4월 22일 토요일 1번째 방문 인증 수단 영수증']"
북구 산업용재관,4.32,"['신매광장광장탁구클럽 리뷰 620 사진 18 팔로워 8 팔로우 굿 주차하기 편해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.3.15.금 2024년 3월 15일 금요일 1번째 방문 인증 수단 영수증', '광인이상 리뷰 371 사진 14 팔로우 좋아요 반응 남기기 방문일 22.5.18.수 2022년 5월 18일 수요일 1번째 방문 인증 수단 영수증', '레몬쿠키s 리뷰 2,045 사진 14 팔로워 1 팔로우 좋아요 반응 남기기 방문일 21.10.26.화 2021년 10월 26일 화요일 1번째 방문 인증 수단 영수증', '레몬쿠키2 리뷰 2,081 사진 8 팔로우 좋아요 반응 남기기 방문일 21.10.26.화 2021년 10월 26일 화요일 1번째 방문 인증 수단 영수증', '여우비9248 리뷰 1,458 사진 101 팔로우 좋아요 반응 남기기 방문일 21.9.1.수 2021년 9월 1일 수요일 1번째 방문 인증 수단 영수증', '로맨튀스트 리뷰 1,428 사진 11 팔로워 1 팔로우 별점 4.5 점 저렴하게 잘 구매했습니다. 반응 남기기 방문일 20.11.4.수 2020년 11월 4일 수요일 1번째 방문 인증 수단 영수증', 'RI57 리뷰 645 사진 142 팔로워 30 팔로우 별점 5 점 신속하고 친절해요 반응 남기기 방문일 20.11.2.월 2020년 11월 2일 월요일 1번째 방문 인증 수단 영수증', '커피향5794 리뷰 853 사진 9 팔로우 별점 4 점 좋아요. 반응 남기기 방문일 20.9.15.화 2020년 9월 15일 화요일 1번째 방문 인증 수단 영수증', 'gml**** 리뷰 90 사진 18 팔로우 별점 4 점 ㅋ 반응 남기기 방문일 20.9.8.화 2020년 9월 8일 화요일 1번째 방문 인증 수단 영수증', '바보달님 리뷰 208 사진 2 팔로우 별점 3.5 점 첨가봤는데 친절하시네요 반응 남기기 방문일 20.9.8.화 2020년 9월 8일 화요일 1번째 방문 인증 수단 영수증']"
북구 섬유제품관,,[]
북구 전기재료관,4.34,"['축구영웅 리뷰 546 사진 18 팔로우 좋아요~ㅋ 반응 남기기 방문일 20.9.22.화 2020년 9월 22일 화요일 1번째 방문 인증 수단 영수증', 'phj**** 리뷰 1,752 사진 26 팔로우 좋아요~ㅋ 반응 남기기 방문일 20.9.22.화 2020년 9월 22일 화요일 1번째 방문 인증 수단 영수증', 'veni90 리뷰 2,313 사진 2 팔로우 별점 4 점 좋아요 많이 번창하세요. 반응 남기기 방문일 20.6.26.금 2020년 6월 26일 금요일 1번째 방문 인증 수단 영수증']"
북구 전자관,4.39,"['람보르미니19 리뷰 545 사진 276 팔로우 굳 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.5.6.월 2024년 5월 6일 월요일 1번째 방문 인증 수단 영수증', 'Autumn51 리뷰 248 사진 211 팔로우 주차료가 저렴합니다 주차하기 편해요 반응 남기기 방문일 23.10.9.월 2023년 10월 9일 월요일 1번째 방문 인증 수단 영수증', '만두네 만두 리뷰 476 사진 35 팔로우 조아요 매장이 넓어요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.4.16.일 2023년 4월 16일 일요일 1번째 방문 인증 수단 영수증', 'phk**** 리뷰 855 팔로우 ㅇ 시설이 깔끔해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.10.31.월 2022년 10월 31일 월요일 1번째 방문 인증 수단 영수증', '울집냥이들만세 리뷰 580 사진 5 팔로워 9 팔로우 . 반응 남기기 방문일 22.9.21.수 2022년 9월 21일 수요일 1번째 방문 인증 수단 영수증', '가을햇살2364 리뷰 1,568 사진 424 팔로워 34 팔로우 ㅍ 반응 남기기 방문일 22.5.9.월 2022년 5월 9일 월요일 1번째 방문 인증 수단 영수증', 'kmj**** 리뷰 480 팔로우 굿 반응 남기기 방문일 22.3.3.목 2022년 3월 3일 목요일 1번째 방문 인증 수단 영수증', '쫑아꽃 리뷰 174 사진 21 팔로우 자취용 일반밥솥구매ㅡ 적당한 크기로 사용하기 좋아요 반응 남기기 방문일 22.2.14.월 2022년 2월 14일 월요일 1번째 방문 인증 수단 영수증', '오모나이 리뷰 773 사진 349 팔로워 4 팔로우 별점 4.5 점 저렴하고 좋아요 반응 남기기 방문일 21.2.2.화 2021년 2월 2일 화요일 1번째 방문 인증 수단 영수증', '122**** 리뷰 273 팔로우 별점 5 점 ㅎ 반응 남기기 방문일 20.12.12.토 2020년 12월 12일 토요일 1번째 방문 인증 수단 영수증']"
북구 전자상가,4.08,['바이올렛210 리뷰 420 팔로우 별점 5 점 좋아요 반응 남기기 방문일 21.3.7.일 2021년 3월 7일 일요일 1번째 방문 인증 수단 영수증']
북구 서변중앙시장,,"['dan**** 리뷰 2,737 사진 201 팔로우 좋아요 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.9.수 2023년 8월 9일 수요일 1번째 방문 인증 수단 영수증', 'jan**** 리뷰 57 사진 2 팔로우 ㆍ 시설이 깔끔해요 반응 남기기 방문일 22.10.21.금 2022년 10월 21일 금요일 1번째 방문 인증 수단 영수증', 'icaruskj 리뷰 321 사진 48 팔로우 굿 친절해요 반응 남기기 방문일 22.10.7.금 2022년 10월 7일 금요일 1번째 방문 인증 수단 영수증', 'lms**** 리뷰 502 사진 6 팔로우 굿 반응 남기기 방문일 22.8.20.토 2022년 8월 20일 토요일 1번째 방문 인증 수단 영수증', '먹보의today 리뷰 594 사진 40 팔로우 ?? 반응 남기기 방문일 22.8.6.토 2022년 8월 6일 토요일 1번째 방문 인증 수단 영수증', 'v-i**** 리뷰 466 사진 2 팔로우 굿 반응 남기기 방문일 22.6.28.화 2022년 6월 28일 화요일 1번째 방문 인증 수단 영수증']"
북구 칠곡시장,4.5,"['너두부 리뷰 1,383 사진 157 팔로우 굿 친절해요 반응 남기기 방문일 6.12.목 2025년 6월 12일 목요일 2번째 방문 인증 수단 영수증', '읍내동댁 리뷰 236 사진 259 팔로워 21 팔로우 커피랑 자몽쥬스 맛있어요, 수제차라서 더 좋아요 ?? 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.5.목 2025년 6월 5일 목요일 1번째 방문 인증 수단 영수증', '붕날라와이프 리뷰 2,174 사진 90 팔로워 1 팔로우 친절해요 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.29.토 2025년 3월 29일 토요일 1번째 방문 인증 수단 영수증', '카라90 리뷰 521 팔로우 좋아요 반응 남기기 방문일 24.9.7.토 2024년 9월 7일 토요일 1번째 방문 인증 수단 영수증', '너두부 리뷰 1,383 사진 157 팔로우 굿 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.11.14.월 2022년 11월 14일 월요일 1번째 방문 인증 수단 영수증', 'shd**** 리뷰 213 사진 53 팔로우 대구칠곡시장 반응 남기기 방문일 22.9.1.목 2022년 9월 1일 목요일 1번째 방문 인증 수단 영수증', '작은산아 리뷰 151 사진 1 팔로우 신선하고 좋아요 반응 남기기 방문일 22.8.26.금 2022년 8월 26일 금요일 2번째 방문 인증 수단 영수증', '혜림서하아빠 리뷰 1,782 사진 11 팔로우 ㅇ 반응 남기기 방문일 22.8.24.수 2022년 8월 24일 수요일 1번째 방문 인증 수단 영수증', '장미와총 리뷰 3,243 팔로우 좋아요 반응 남기기 방문일 22.8.11.목 2022년 8월 11일 목요일 5번째 방문 인증 수단 영수증', 'jiyu0109 리뷰 1,001 사진 115 팔로워 23 팔로우 더블샷딥크림 헤이즐넛 맛나요 반응 남기기 방문일 22.8.1.월 2022년 8월 1일 월요일 1번째 방문 인증 수단 영수증']"
북구 대구능금시장,,"['bib**** 리뷰 330 사진 86 팔로우 굿 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.12.9.토 2023년 12월 9일 토요일 2번째 방문 인증 수단 영수증', 'bib**** 리뷰 330 사진 86 팔로우 굿 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.12.7.목 2023년 12월 7일 목요일 1번째 방문 인증 수단 영수증']"
북구 대구청과시장,,"['카니28 리뷰 1,671 사진 69 팔로우 ㆍ 반응 남기기 방문일 22.5.22.일 2022년 5월 22일 일요일 1번째 방문 인증 수단 영수증']"
북구 칠성시장,4.32,"['육포는시러 리뷰 1,085 사진 941 팔로워 70 테마 2 팔로우 야시장 다녀왔어요. 필스너 470ml 1잔 5,000원! 맛있고 시원해요. 트렌디해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.10.토 2025년 5월 10일 토요일 1번째 방문 인증 수단 영수증', 'aml**** 리뷰 969 사진 564 팔로우 오랜만  야시장~ 저녁 선선하니 한잔 딱 트렌디해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.27.일 2025년 4월 27일 일요일 1번째 방문 인증 수단 영수증', '삶 아름답지 아니한가 리뷰 710 사진 677 팔로워 5 팔로우 ?? 볼거리가 많아요 반응 남기기 방문일 24.11.19.화 2024년 11월 19일 화요일 1번째 방문 인증 수단 영수증', '오이a 리뷰 764 사진 945 팔로우 야시장갔어요 야시장이 잘 되어있어요 반응 남기기 방문일 24.9.7.토 2024년 9월 7일 토요일 1번째 방문 인증 수단 영수증', 'coe**** 리뷰 1,178 사진 317 팔로워 5 팔로우 싸고 좋아요. 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.5.27.월 2024년 5월 27일 월요일 1번째 방문 인증 수단 영수증', 'younehdkwl 리뷰 10 사진 1 팔로우 음식은 적당히 맛있게 먹을만 했고 분위기도 괜찮았지만 자리가 없어서 너무 힘들었습니다. 좌석과 별도로 입석 테이블이라도 있으면 편하게 먹을 수 있을 텐데 한손엔 음식 반대손엔 주류를 들고있자니 먹기가 너무 어려웠어요 자리만 확보되면 더더욱 즐거울것 같습니다 더보기 반응 남기기 방문일 24.5.4.토 2024년 5월 4일 토요일 1번째 방문 인증 수단 결제내역', 'mer**** 리뷰 927 사진 6 팔로우 재래시장이라 살게 많아요 볼거리가 많아요 반응 남기기 방문일 24.4.5.금 2024년 4월 5일 금요일 1번째 방문 인증 수단 영수증', '리얼e 리뷰 564 사진 163 팔로워 7 팔로우 좋아요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.13.금 2023년 10월 13일 금요일 1번째 방문 인증 수단 영수증', '밍밍39 리뷰 232 사진 2,045 팔로우 야시장에서 맥주먹었는데 줄이 길고 종류도 품절이 많았어요.. 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.1.일 2023년 10월 1일 일요일 1번째 방문 인증 수단 결제내역', '워아이워92 리뷰 472 사진 30 팔로우 맥주 맛있어요 친절해요 반응 남기기 방문일 23.9.8.금 2023년 9월 8일 금요일 1번째 방문 인증 수단 영수증']"
북구 칠성진시장,,[]
북구 칠성본시장,,[]
북구 칠성상가시장,,[]
북구 칠성전자주방시장,,[]
서구 새길시장,,[]
서구 서부시장,,"['힐링296 리뷰 612 사진 19 팔로우 좋아요 반응 남기기 방문일 23.10.12.목 2023년 10월 12일 목요일 1번째 방문 인증 수단 결제내역', '아자아자50 리뷰 872 사진 33 팔로워 1 팔로우 굿굿굿 ?? 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.18.금 2023년 8월 18일 금요일 1번째 방문 인증 수단 영수증', '미이식가 리뷰 2,497 사진 820 팔로워 51 팔로우 할인 어떻게 받는지 알고싶어요~ㅠㅠ 위치도 좋고 깨끗합니다! 주차하기 편해요 반응 남기기 방문일 23.5.11.목 2023년 5월 11일 목요일 1번째 방문 인증 수단 영수증', 'lomie 리뷰 715 사진 319 팔로워 18 팔로우 저렴하고 깔끔해서 잘 이용했습니다 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.4.10.월 2023년 4월 10일 월요일 1번째 방문 인증 수단 영수증', '후시딘58 리뷰 1,102 사진 68 팔로워 16 팔로우 굿 반응 남기기 방문일 23.2.18.토 2023년 2월 18일 토요일 1번째 방문 인증 수단 결제내역', '대구강릉서울세종 리뷰 244 사진 62 팔로워 5 팔로우 공영주차장인데 하이브리드 할인 안됨 주차하기 편해요 반응 남기기 방문일 23.2.17.금 2023년 2월 17일 금요일 2번째 방문 인증 수단 결제내역', '대구강릉서울세종 리뷰 244 사진 62 팔로워 5 팔로우 주차장 왜 하이브리드 할인 안해줌 주차하기 편해요 반응 남기기 방문일 22.12.26.월 2022년 12월 26일 월요일 1번째 방문 인증 수단 결제내역', '조형래67 리뷰 472 사진 4 팔로우 굿 주차하기 편해요 반응 남기기 방문일 22.11.3.목 2022년 11월 3일 목요일 1번째 방문 인증 수단 영수증', '미츠하74 리뷰 78 사진 46 팔로우 오미가미 공용주차장 반응 남기기 방문일 22.10.31.월 2022년 10월 31일 월요일 1번째 방문 인증 수단 영수증', '하늘구르미 리뷰 1,065 사진 5 팔로워 40 팔로우 맛나게 야얌 매장이 넓어요 반응 남기기 방문일 22.10.5.수 2022년 10월 5일 수요일 1번째 방문 인증 수단 결제내역']"
서구 원고개시장,,[]
서구 원대신시장,,"['kim**** 리뷰 767 사진 3 팔로우 상품도 다양하고 친절하고 좋아요 친절해요 반응 남기기 방문일 24.9.2.월 2024년 9월 2일 월요일 1번째 방문 인증 수단 영수증', '누구보다 리뷰 2,080 사진 14 팔로워 10 팔로우 조아요 ㅅ.ㅎ 친절해요 반응 남기기 방문일 23.10.31.화 2023년 10월 31일 화요일 1번째 방문 인증 수단 영수증', 'sdfasDFasef 리뷰 824 팔로우 조아요 친절해요 반응 남기기 방문일 22.8.5.금 2022년 8월 5일 금요일 1번째 방문 인증 수단 영수증']"
서구 서구시장,4.41,"['miy**** 리뷰 3,222 사진 72 팔로우 ?? 친절해요 반응 남기기 방문일 6.4.수 2025년 6월 4일 수요일 1번째 방문 인증 수단 영수증', '민6674 리뷰 979 사진 94 팔로우 굿 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.30.수 2025년 4월 30일 수요일 1번째 방문 인증 수단 영수증', '일백선생 리뷰 1,068 사진 550 팔로우 협소해요 주차하기 편해요 반응 남기기 방문일 3.16.일 2025년 3월 16일 일요일 1번째 방문 인증 수단 영수증', '덩실덩실5796 리뷰 1,469 사진 183 팔로우 ㅎㅎㅎ 주차하기 편해요 반응 남기기 방문일 3.6.목 2025년 3월 6일 목요일 1번째 방문 인증 수단 영수증', 'hde**** 리뷰 357 사진 1 팔로우 주차장도 멀고 상인들 도로에 물건 내놓아 도로도 좁아요 반응 남기기 방문일 1.17.금 2025년 1월 17일 금요일 4번째 방문 인증 수단 영수증', '먼지님님 리뷰 407 사진 277 팔로우 맛있엉요! 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.31.목 2024년 10월 31일 목요일 1번째 방문 인증 수단 영수증', '드림화이팅 리뷰 1,154 사진 9 팔로워 18 팔로우 굿 친절해요 반응 남기기 방문일 24.10.15.화 2024년 10월 15일 화요일 2번째 방문 인증 수단 영수증', 'mebeforeyou99 리뷰 731 사진 266 팔로우 김 샀어요!! 볼거리가 많아요 반응 남기기 방문일 24.10.1.화 2024년 10월 1일 화요일 1번째 방문 인증 수단 영수증', '드림화이팅 리뷰 1,154 사진 9 팔로워 18 팔로우 굿 친절해요 반응 남기기 방문일 24.9.21.토 2024년 9월 21일 토요일 1번째 방문 인증 수단 영수증', '지니213 리뷰 1,553 사진 5 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.8.25.일 2024년 8월 25일 일요일 9번째 방문 인증 수단 영수증']"
서구 대평리시장,,"['viv**** 리뷰 9 팔로우 별점 4 점 다양해요 반응 남기기 방문일 20.11.15.일 2020년 11월 15일 일요일 1번째 방문 인증 수단 영수증', 'gunbangzida 리뷰 149 사진 5 팔로워 3 팔로우 별점 4 점 다양한 제품들이 많아요. 반응 남기기 방문일 20.5.1.금 2020년 5월 1일 금요일 1번째 방문 인증 수단 영수증', '별바당에서 리뷰 60 사진 13 팔로우 별점 4 점 대백마트. 포인트 적립이 잘 되서 좋아요 반응 남기기 방문일 20.2.14.금 2020년 2월 14일 금요일 1번째 방문 인증 수단 영수증']"
서구 신평리시장,,['피오 리뷰 951 사진 30 팔로우 구경 반응 남기기 방문일 22.4.22.금 2022년 4월 22일 금요일 1번째 방문 인증 수단 영수증']
서구 중평시장,,[]
수성구 청구시장,,"['물방울21 리뷰 966 사진 327 팔로우 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.6.2.일 2024년 6월 2일 일요일 1번째 방문 인증 수단 영수증', '윤섭51 리뷰 2,377 사진 17 팔로우 좋아요 반응 남기기 방문일 22.1.18.화 2022년 1월 18일 화요일 1번째 방문 인증 수단 영수증', 'nok**** 리뷰 2,539 사진 92 팔로워 25 팔로우 별점 4 점 좋아요 반응 남기기 방문일 20.9.23.수 2020년 9월 23일 수요일 1번째 방문 인증 수단 영수증']"
수성구 수성현대시장,,"['미카8738 리뷰 746 사진 13 팔로우 굿 친절해요 반응 남기기 방문일 23.5.20.토 2023년 5월 20일 토요일 1번째 방문 인증 수단 영수증', '은하계메텔42 리뷰 23 사진 9 팔로우 음료가 너무나 제 스타일에요 스마일 아이들을 보니 기분이 너무 좋아지네요 많이들 오셔요 ???? 친절해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.1.19.목 2023년 1월 19일 목요일 1번째 방문 인증 수단 영수증', '하쿠나마타타7341 리뷰 512 사진 236 팔로우 좋아요 품질이 좋아요 반응 남기기 방문일 22.11.2.수 2022년 11월 2일 수요일 1번째 방문 인증 수단 영수증', '갱숭이 리뷰 1,785 사진 124 팔로워 21 팔로우 현대시장좋아요 번창하기를! 가성비가 좋아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.9.30.금 2022년 9월 30일 금요일 1번째 방문 인증 수단 영수증', 'clinebeauty62 리뷰 345 사진 4 팔로우 ㅎ 반응 남기기 방문일 22.9.28.수 2022년 9월 28일 수요일 1번째 방문 인증 수단 영수증', 'shejang3421 리뷰 238 사진 10 팔로우 굿 반응 남기기 방문일 22.9.24.토 2022년 9월 24일 토요일 1번째 방문 인증 수단 영수증', 'suk**** 리뷰 512 사진 4 팔로우 ㅎ 반응 남기기 방문일 22.9.8.목 2022년 9월 8일 목요일 1번째 방문 인증 수단 영수증', 'jco**** 리뷰 60 팔로우 ^^ 반응 남기기 방문일 22.8.25.목 2022년 8월 25일 목요일 1번째 방문 인증 수단 영수증', '셋아이맘수성구 리뷰 1,930 사진 58 팔로우 우리동네 반찬가게 쨩좋아요 반응 남기기 방문일 22.8.25.목 2022년 8월 25일 목요일 1번째 방문 인증 수단 영수증', 'fu**** 리뷰 1,098 사진 1 팔로우 좋아요 반응 남기기 방문일 22.8.6.토 2022년 8월 6일 토요일 2번째 방문 인증 수단 영수증']"
수성구 동성시장,,"['포도밭아가쒸 리뷰 876 사진 501 팔로우 좋아요^^ 볼거리가 많아요 반응 남기기 방문일 6.11.수 2025년 6월 11일 수요일 1번째 방문 인증 수단 영수증', '하늘별8956 리뷰 515 사진 647 팔로우 비가와서 배달시켜서 먹었어요 푸짐한양에 식후 간식으로 최고입니다~ 더보기 방문객이 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.27.일 2023년 8월 27일 일요일 1번째 방문 인증 수단 영수증', 'jur**** 리뷰 120 사진 11 팔로우 ??good 특색 있는 제품이 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.22.화 2023년 8월 22일 화요일 1번째 방문 인증 수단 영수증', '럭키비키니시티 리뷰 522 사진 62 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 23.6.21.수 2023년 6월 21일 수요일 1번째 방문 인증 수단 영수증', 'jim**** 리뷰 1,294 사진 859 팔로워 18 팔로우 좋아요 반응 남기기 방문일 23.5.12.금 2023년 5월 12일 금요일 1번째 방문 인증 수단 영수증', 'ann**** 리뷰 1,462 팔로우 ?? 반응 남기기 방문일 23.3.1.수 2023년 3월 1일 수요일 1번째 방문 인증 수단 영수증', 'mkm**** 리뷰 84 사진 1 팔로우 인절미빙설너무맛있어요 분위기가 편안해요 반응 남기기 방문일 22.12.24.토 2022년 12월 24일 토요일 1번째 방문 인증 수단 영수증', 'immmmks 리뷰 346 사진 40 팔로우 굿 친절해요 반응 남기기 방문일 22.12.21.수 2022년 12월 21일 수요일 1번째 방문 인증 수단 영수증', 'sanso52 리뷰 335 사진 31 팔로우 좋아요 반응 남기기 방문일 22.9.16.금 2022년 9월 16일 금요일 1번째 방문 인증 수단 영수증', 'dkr**** 리뷰 262 팔로우 좋아요 반응 남기기 방문일 22.5.10.화 2022년 5월 10일 화요일 1번째 방문 인증 수단 영수증']"
수성구 수성시장,,"['방수86 리뷰 17 사진 4 팔로우 시원하고 맛있어요 가격은 좀 하지만 돈 아깝지않아요 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.19.토 2025년 4월 19일 토요일 1번째 방문 인증 수단 영수증', 'cnf**** 리뷰 3 팔로우 음식이 깔끔하게고 신선합니다 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.8.화 2025년 4월 8일 화요일 1번째 방문 인증 수단 영수증', '삼원토탈인테리어 리뷰 859 사진 718 팔로워 65 팔로우 굿 베리굿! 컨셉이 독특해요 반응 남기기 방문일 24.10.25.금 2024년 10월 25일 금요일 1번째 방문 인증 수단 영수증', '모두건강합시다 리뷰 36 사진 3 팔로우 과일이 신선하네요 먹거리가 풍부해요 반응 남기기 방문일 23.11.24.금 2023년 11월 24일 금요일 2번째 방문 인증 수단 영수증', '대구kko 리뷰 36 사진 1 팔로우 좋아요 먹거리가 풍부해요 반응 남기기 방문일 23.11.22.수 2023년 11월 22일 수요일 1번째 방문 인증 수단 영수증', '사랑하는마음가득 리뷰 116 사진 15 팔로우 좋아요 특색 있는 제품이 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.11.22.수 2023년 11월 22일 수요일 1번째 방문 인증 수단 영수증', '나라사랑화이팅 리뷰 77 사진 5 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.11.22.수 2023년 11월 22일 수요일 1번째 방문 인증 수단 영수증', '모두건강합시다 리뷰 36 사진 3 팔로우 좋아요 볼거리가 많아요 반응 남기기 방문일 23.11.4.토 2023년 11월 4일 토요일 1번째 방문 인증 수단 영수증', 'Ruuud 리뷰 920 사진 198 팔로워 16 팔로우 좋아요 반응 남기기 방문일 23.5.8.월 2023년 5월 8일 월요일 1번째 방문 인증 수단 영수증', 'rosaleeo12 리뷰 1,143 사진 39 팔로우 굿 특색 있는 제품이 많아요 반응 남기기 방문일 23.4.26.수 2023년 4월 26일 수요일 1번째 방문 인증 수단 영수증']"
수성구 태백시장,,[]
